"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"ACF","21.32","25.48","31.70","2.72","2,065,180","3,017,940","22.82%","7.74%","3.19B","125.06M","123.19M","N/A","N/A","01-Oct-98","15.777","2.08","2.08","6.229","4.104","1.67","12.27","3.95","833.64M","N/A","306.18M","36.73%","59.68%","30-June","30-Jun-06","2.55%","14.82%","9.915","5.389","513.24M","15.44M","12.50%","15.86M","11.7","1,813,200","24.49","23.45","-4.25","2.40","57779257.00","-6.65"
"ACFC","13.69","18.10","18.33","1.75","16,778.8","4,933.33","30.80%","15.72%","256.06M","14.15M","4.83M","0.44","2.40%","N/A","6.721","0.41","0.41","2.004","2.967","2.69","44.47","9.33","27.44M","N/A","5.60M","20.42%","39.82%","31-Dec","30-Jun-06","0.75%","5.76%","N/A","N/A","41.97M","88.03K","0.60%","11.53K","4.5","1,320","18.30","18.00","-1.64","2.40","49776.00","-4.04"
"ACG","7.31","8.09","8.50","0.19","373,905","331,311","-2.07%","-17.15%","1.86B","229.44M","0","0.60","7.50%","N/A","7.92","0.18","0.18","0.86","0.133","1.02","46.23","9.38","197.20M","N/A","40.15M","20.36%","92.79%","31-Dec","30-Jun-06","3.59%","2.15%","0.158","0.561","30.63M","91.85K","N/A","83.12K","0.2","256,700","8.07","8.21","1.73","2.40","3075477.00","-0.66"
"ACGL","47.66","64.89","65.98","1.43","231,952","211,100","36.53%","21.45%","4.80B","73.94M","62.85M","N/A","N/A","N/A","40.785999","3.73","3.73","60.712","28.431","1.61","17.39","1.46","3.32B","N/A","282.07M","8.74%","10.62%","31-Dec","30-Jun-06","2.00%","10.50%","2.434","0.099","2.10B","142.87K","0.20%","113.50K","0.7","413,063","63.88","66.80","4.57","2.40","11959933.00","2.17"
"ACGY","9.18","18.21","19.12","2.61","415,403","429,544","80.54%","65.46%","3.52B","193.10M","113.87M","N/A","N/A","N/A","3.386","1.35","1.35","10.265","1.685","5.51","13.45","1.82","1.97B","331.02M","200.70M","13.57%","11.48%","30-Nov","31-Aug-06","12.33%","39.52%","1.013","0.015","325.30M","411.48K","N/A","189.22K","0.9","170,349","18.46","19.70","6.72","2.40","8827793.52","4.32"
"ACH","14.69","17.91","27.90","4.29","332,000","316,089","22.86%","7.78%","2.09B","116.50M","48.89M","1.25","7.00%","11-Oct-06","45","11.80","11.80","53","13.172","0.40","1.52","0.36","5.90B","2.21B","1.32B","22.33%","31.16%","31-Dec","30-Jun-06","14.79%","29.52%","1.472","0.374","1.53B","313.89K","N/A","222.61K","0.8","347,300","17.21","19.92","15.75","2.40","4872151.00","13.35"
"ACI","25.85","36.00","56.45","0.95","3,778,280","5,566,110","-5.31%","-20.39%","5.16B","143.42M","142.35M","0.24","0.70%","16-May-06","9.268","1.27","1.27","17.933","0.198","3.87","28.44","2.06","2.50B","430.76M","180.00M","7.61%","8.52%","31-Dec","30-Sep-06","4.07%","15.26%","1.062","0.844","28.34M","9.06M","6.30%","8.12M","3.5","3,345,300","33.48","35.90","7.23","2.40","103757868.00","4.83"
"ACL","90.85","107.34","148.70","0","471,900","436,878","-18.21%","-33.29%","32.85B","306.07M","76.12M","1.36","1.30%","N/A","8.994","3.59","3.59","14.998","5.359","12.05","29.93","7.22","4.59B","1.87B","1.12B","24.33%","35.01%","31-Dec","30-Jun-06","20.34%","44.08%","1.546","0.33","1.64B","1.74M","N/A","2.09M","4.2","213,200","106.19","109.62","3.23","2.40","37187738.00","0.83"
"ACLI","26.28","65.32","69.95","0","441,247","568,200","146.15%","131.07%","2.01B","30.84M","23.84M","N/A","N/A","N/A","9.301","1.40","1.40","29.631","0.383","7.15","46.82","2.47","830.21M","149.56M","41.48M","4.93%","11.90%","31-Dec","30-Jun-06","9.37%","21.39%","1.578","0.751","11.81M","4.24M","17.00%","3.83M","13.6","761,647","63.59","69.34","9.04","2.40","20870746.72","6.64"
"ACLS","4.05","6.81","8.20","3.09","1,285,770","1,075,310","62.12%","47.04%","689.45M","101.24M","93.20M","N/A","N/A","N/A","4.453","0.06","0.06","3.932","1.622","1.58","111.64","1.80","395.89M","37.17M","6.19M","1.56%","-0.31%","31-Dec","30-Jun-06","1.39%","1.40%","2.486","0.333","164.23M","6.44M","6.40%","6.53M","5.7","883,185","6.51","6.39","-1.84","2.40","11161121.58","-4.24"
"ACME","3.50","5.08","5.99","2.47","9,469.7","19,033.3","27.45%","12.37%","81.51M","16.05M","11.59M","N/A","N/A","N/A","3.701","-0.59","-0.59","2.617","0.136","1.41","N/A","1.99","41.99M","8.40M","-14.19M","-22.71%","-13.04%","31-Dec","30-Jun-06","-2.19%","-22.15%","0.634","0.66","2.18M","29.59K","0.20%","36.43K","2.9","1,700","","","0.00","2.40","0.00","-2.40"
"ACMR","12.55","22.00","22.70","1.11","246,050","451,389","76.18%","61.10%","436.85M","19.86M","15.57M","N/A","N/A","01-Aug-02","9.988","0.33","0.33","29.19","1.119","2.24","67.69","0.77","579.64M","25.52M","6.57M","1.13%","2.36%","31-Dec","30-Sep-06","2.86%","3.41%","3.655","0.125","22.22M","2.75M","17.10%","3.67M","12.7","134,913","21.58","21.31","-1.25","2.40","2940857.66","-3.65"
"ACN","25.68","32.49","33.15","1.49","2,020,190","2,170,620","25.61%","10.53%","26.71B","822.09M","779.84M","0.35","1.10%","N/A","2.294","1.59","1.59","30.943","4.16","14.30","20.45","1.48","18.23B","2.11B","973.33M","5.34%","9.84%","31-Aug","31-Aug-06","12.20%","54.21%","1.264","0.027","3.42B","3.95M","0.70%","4.22M","2.6","1,370,200","32.98","33.70","2.18","2.40","78924438.00","-0.22"
"ACO","18.54","26.06","33.50","3.26","235,179","276,011","35.32%","20.24%","781.30M","29.98M","15.43M","0.48","1.80%","02-Dec-97","9.405","1.51","1.51","19.783","0.511","2.81","17.25","1.34","590.24M","77.67M","46.04M","7.90%","8.93%","31-Dec","30-Sep-06","8.99%","17.52%","3.166","0.213","15.32M","2.79M","11.10%","3.03M","14.1","138,800","25.45","27.76","9.08","2.40","5469205.00","6.68"
"ACOR","2.20","17.827","18.81","0","2,723,080","2,422,510","N/A","none","349.94M","19.63M","16.48M","N/A","N/A","N/A","-0.112","-9.755","-9.755","2.423","1.232","N/A","N/A","18.23","18.76M","-22.71M","-75.99M","-143.31%","-129.79%","31-Dec","30-Jun-06","-40.99%","N/A","1.517","N/A","24.18M","80.25K","0.40%","46.07K","2","2,095,770","17.23","19.36","12.36","2.40","14279483.11","9.96"
"ACP","28.55","61.50","64.25","1.68","18,339.4","16,411.1","98.55%","83.47%","3.80B","61.86M","6.20M","0.40","0.60%","N/A","26.214001","0.93","0.93","30.559","22.066","2.36","65.85","2.02","1.89B","285.72M","53.10M","3.01%","5.16%","31-Dec","30-Jun-06","1.76%","3.18%","4.026","0.88","1.36B","29.44K","N/A","24.74K","1.8","4,900","63.20","80.35","27.14","2.40","834240.00","24.74"
"ACPW","1.76","2.29","5.91","2.28","239,806","192,889","-28.43%","-43.51%","113.98M","49.77M","39.25M","N/A","N/A","N/A","0.932","-0.49","-0.49","0.422","0.622","2.40","N/A","5.38","20.71M","-21.35M","-24.00M","-115.90%","-121.09%","31-Dec","30-Jun-06","-23.23%","-42.91%","5.97","N/A","30.97M","2.21M","5.10%","2.33M","24.7","318,986","2.55","2.68","5.10","2.40","448677.60","2.70"
"ACS","46.50","53.57","63.66","1.05","769,956","490,422","1.64%","-13.44%","6.33B","118.13M","109.76M","N/A","N/A","25-Feb-02","21.069","2.90","2.90","43.456","0.854","2.53","18.49","1.18","5.35B","876.36M","362.10M","6.76%","10.96%","30-June","30-Jun-06","7.08%","13.59%","1.853","0.658","100.84M","2.28M","2.00%","2.31M","3.1","558,200","49.78","50.55","1.55","2.40","151037498.00","-0.85"
"ACSEF","3.20","4.02","11.00","1.76","14,357.6","16,844.4","5.08%","-10.00%","13.23M","3.29M","1.85M","N/A","N/A","N/A","3.794","0.53","0.53","4.308","1.101","1.04","7.54","0.94","13.70M","2.16M","1.93M","14.12%","13.24%","31-Dec","30-Jun-06","8.20%","17.39%","3.582","N/A","3.62M","6.14K","N/A","6.22K","0.7","12,219","3.92","4.68","19.39","2.40","41979.28","16.99"
"ACTG","5.85","12.25","14.95","2.33","187,306","114,378","121.85%","106.77%","342.38M","27.95M","27.45M","N/A","N/A","N/A","2.246","-0.14","-0.14","1.245","1.457","5.88","N/A","10.81","34.12M","2.66M","-3.92M","-11.58%","-14.76%","31-Dec","30-Jun-06","-2.54%","-6.20%","9.917","N/A","40.72M","1.23M","3.10%","1.31M","6.8","330,831","12.31","13.93","13.16","2.40","3034993.57","10.76"
"ACTI","3.15","5.37","5.69","1.26","201,252","734,833","59.77%","44.69%","244.86M","45.60M","42.58M","N/A","N/A","N/A","3.689","-0.72","-0.72","1.002","3.006","1.49","N/A","5.56","44.92M","-25.86M","-32.24M","-71.77%","-74.60%","30-Sep","30-Jun-06","-9.48%","-17.98%","7.218","N/A","137.05M","115.50K","0.30%","123.92K","1","336,112","5.50","5.04","-8.36","2.40","1037432.00","-10.76"
"ACTL","12.40","16.06","17.53","2.68","156,167","228,967","18.62%","3.54%","418.33M","26.05M","25.87M","N/A","N/A","N/A","10.923","0.17","0.17","7.187","5.676","1.48","93.37","2.29","184.05M","18.44M","4.53M","2.46%","1.34%","1-Jan","02-Jul-06","1.52%","1.65%","3.578","N/A","147.86M","1.71M","6.60%","1.88M","13.9","155,219","15.74","18.66","18.55","2.40","2473761.36","16.15"
"ACTS","6.55","7.93","12.24","0","250,565","374,356","N/A","none","681.98M","86.00M","68.50M","N/A","N/A","N/A","1.913","0.86","0.86","1.836","1.865","4.13","9.26","4.43","153.35M","74.21M","71.49M","46.62%","47.70%","31-Dec","30-Jun-06","N/A","N/A","5.899","0.032","160.40M","1.04M","N/A","769.36K","12.5","557,526","8.35","8.99","7.66","2.40","2889241.95","5.27"
"ACTU","2.70","5.20","5.21","1.55","275,279","394,378","86.38%","71.30%","313.77M","60.34M","56.44M","N/A","N/A","15-Aug-00","0.997","0.14","0.14","1.949","0.748","5.22","37.41","2.67","117.52M","17.95M","8.99M","7.65%","10.09%","31-Dec","30-Jun-06","8.53%","16.68%","1.565","N/A","45.12M","3.02M","5.30%","3.36M","11.4","830,437","5.22","5.39","3.26","2.40","2734611.84","0.86"
"ACU","12.14","14.34","16.10","0.87","6,075.76","7,411.11","1.43%","-13.65%","50.12M","3.50M","2.29M","0.12","0.80%","N/A","4.737","1.14","1.14","16.201","0.817","2.99","12.53","0.92","55.83M","8.23M","4.26M","7.64%","13.22%","31-Dec","30-Sep-06","13.77%","26.91%","4.436","0.685","2.85M","505","N/A","1.02K","0.1","5,200","14.25","14.26","0.07","2.40","75525.00","-2.33"
"ACUS","2.10","3.22","7.29","1.46","133,527","133,167","-34.86%","-49.94%","92.78M","28.81M","25.39M","N/A","N/A","N/A","2.054","-2.65","-2.65","0.124","2","1.59","N/A","33.44","2.82M","-44.87M","-60.22M","N/A","-1924.02%","31-Dec","30-Jun-06","-34.36%","-96.26%","2.576","N/A","57.63M","1.68M","6.20%","1.68M","11.3","151,149","3.23","2.89","-10.53","2.40","80562.66","-12.93"
"ACV","41.99","50.37","51.96","0.44","634,733","819,967","16.34%","1.26%","4.68B","92.91M","78.00M","0.52","1.10%","23-Feb-04","17.792","2.13","2.13","40.104","2.372","2.83","23.66","1.27","3.70B","442.82M","198.45M","5.37%","9.82%","30-Sep","30-Jun-06","10.01%","12.68%","2.41","0.075","220.36M","1.01M","1.30%","827.74K","1.8","642,900","50.39","20.07","-60.17","2.40","20745563.00","-62.57"
"ACW","9.85","12.36","13.49","-0.52","133,971","132,467","3.83%","-11.25%","423.74M","34.28M","22.36M","N/A","N/A","N/A","6.315","2.11","2.11","39.408","1.564","1.98","5.86","0.32","1.34B","208.69M","72.40M","5.42%","11.92%","31-Dec","30-Jun-06","8.07%","39.22%","1.876","3.09","53.63M","2.43M","7.20%","3.20M","15","39,300","12.11","11.26","-7.02","2.40","791994.00","-9.42"
"ACXM","20.55","24.83","26.80","0.84","734,421","344,767","18.47%","3.39%","2.19B","88.07M","81.20M","0.20","0.80%","12-Nov-96","8.191","0.84","0.84","15.65","0.047","3.05","29.49","1.62","1.36B","399.53M","75.30M","5.54%","12.04%","31-Mar","30-Jun-06","6.71%","10.81%","0.911","0.654","4.16M","3.07M","3.80%","983.94K","4.8","327,956","24.70","24.92","0.89","2.40","14068206.10","-1.51"
"ACY","2.90","5.13","5.54","0.14","1,513.64","2,266.67","43.06%","27.98%","7.92M","1.54M","1.05M","N/A","N/A","N/A","12.429","0.19","0.19","8.821","2.216","0.41","26.58","0.58","13.61M","4.49M","297.79K","2.19%","-0.70%","31-Dec","30-Jun-06","-0.07%","1.57%","1.012","2.977","3.42M","20","N/A","220","0","600","","","0.00","2.40","0.00","-2.40"
"AD","23.26","29.86","36.85","1.91","726,176","225,544","25.68%","10.60%","949.10M","31.79M","31.30M","0.44","1.50%","10-Nov-03","6.5","1.04","1.04","46.09","0.678","4.56","28.68","0.65","1.44B","104.76M","32.82M","2.27%","4.10%","24-Sep","01-Jul-06","8.10%","17.09%","2.072","0.692","21.55M","3.24M","10.40%","1.65M","2.8","545,300","28.98","29.66","2.35","2.40","15683976.00","-0.05"
"ADAM","5.09","7.44","11.67","1.69","36,384.8","32,100","29.41%","14.33%","62.77M","8.44M","7.71M","N/A","N/A","N/A","2.272","0.79","0.79","1.268","1.413","3.29","9.44","6.05","10.42M","2.25M","7.59M","72.77%","15.70%","31-Dec","30-Jun-06","4.35%","51.22%","3.313","0.001","11.92M","13.75K","0.20%","5.84K","0.3","24,280","7.26","5.94","-18.18","2.40","422183.52","-20.58"
"ADAT","1.48","1.91","4.30","5.45","61,340.9","71,455.6","-25.91%","-40.99%","65.78M","34.44M","33.44M","N/A","N/A","N/A","1.637","-0.52","-0.52","0.482","1.333","1.12","N/A","3.80","16.57M","-14.57M","-17.89M","-107.55%","-108.87%","30-June","30-Jun-06","-14.02%","-27.70%","6.275","N/A","45.90M","751.38K","2.30%","879.18K","12.4","30,185","1.83","1.54","-15.85","2.40","83678.58","-18.25"
"ADBE","25.98","38.57","40.85","1.88","5,364,310","4,497,580","23.81%","8.73%","22.50B","583.34M","580.31M","N/A","N/A","24-May-05","8.379","0.82","0.82","4.226","3.405","4.70","47.27","9.55","2.40B","966.64M","478.82M","19.92%","25.06%","2-Dec","01-Sep-06","11.14%","13.69%","4.477","N/A","1.99B","16.47M","2.80%","18.56M","4.4","4,634,081","37.76","40.16","6.36","2.40","146475948.80","3.96"
"ADBL","6.85","7.38","14.44","7.51","211,586","116,356","-26.25%","-41.33%","180.00M","24.39M","17.43M","N/A","N/A","17-Jun-04","2.239","-0.31","-0.31","3.029","2.482","3.36","N/A","2.49","73.89M","-7.94M","-7.59M","-10.27%","-14.96%","31-Dec","30-Jun-06","-9.24%","-13.24%","2.972","N/A","60.54M","3.80M","15.80%","4.80M","23.9","62,819","7.22","7.96","10.25","2.40","804798.96","7.85"
"ADC","26.07","35.96","37.70","1.18","21,895.5","25,288.9","37.54%","22.46%","277.11M","7.71M","7.39M","1.96","5.80%","N/A","16.910999","2.12","2.12","3.966","0.028","2.13","16.94","8.54","32.46M","23.74M","14.64M","49.53%","57.88%","31-Dec","30-Jun-06","5.42%","10.20%","0.057","0.474","215.93K","297.99K","4.00%","296.73K","13.6","22,000","34.20","34.97","2.25","2.40","998640.00","-0.15"
"ADCT","11.81","14.09","27.90","4","2,046,520","1,857,090","-16.01%","-31.09%","1.65B","117.23M","116.90M","N/A","N/A","10-May-05","7.063","0.30","0.30","11.18","4.311","2.03","47.76","1.29","1.31B","150.40M","43.70M","2.54%","5.15%","31-Oct","28-Jul-06","3.01%","5.45%","3.568","0.483","505.40M","8.61M","7.40%","8.20M","3.9","1,648,919","13.82","13.79","-0.22","2.40","25659207.04","-2.62"
"ADEP","4.75","9.14","23.00","-1.21","7,804.55","21,400","36.00%","20.92%","69.51M","7.61M","7.58M","N/A","N/A","N/A","4.311","0.08","0.08","8.989","1.848","2.17","115.70","1.23","57.64M","2.94M","538.00K","0.93%","0.94%","30-June","30-Jun-06","2.88%","2.13%","3.565","0.004","14.06M","1.69K","N/A","1.67K","0.6","2,640","9.42","11.25","19.43","2.40","25820.22","17.03"
"ADES","10.95","13.64","25.41","3.18","8,030.3","4,544.44","-25.18%","-40.26%","76.74M","5.63M","4.59M","N/A","N/A","N/A","4.711","0.13","0.13","2.485","3.048","2.90","101.79","5.75","13.34M","908.00K","743.00K","5.57%","4.18%","31-Dec","30-Jun-06","2.03%","3.78%","6.684","N/A","17.15M","56.82K","1.10%","76.58K","7.7","100","","","0.00","2.40","0.00","-2.40"
"ADF","7.02","7.48","7.80","0.3","42,895.5","42,433.3","2.89%","-12.19%","161.36M","21.57M","N/A","0.56","7.50%","N/A","8.206","0.98","0.98","0.759","0.003","0.91","7.64","9.86","16.37M","N/A","21.12M","129.02%","87.63%","30-Sep","31-Mar-06","4.20%","11.85%","0.133","0.156","73.59K","2.07K","N/A","4.04K","0.1","38,800","7.53","7.65","1.59","2.40","389301.00","-0.81"
"ADG","14.50","14.90","23.45","0.37","14,925.8","26,522.2","-33.53%","-48.61%","89.88M","6.03M","5.52M","N/A","N/A","08-Oct-92","13.279","-5.704","-5.704","21.243","4.746","1.11","N/A","0.72","124.37M","-15.40M","-33.68M","-26.85%","-17.81%","31-Dec","31-Mar-06","-7.50%","-33.31%","1.55","0.775","28.63M","60.47K","1.10%","63.27K","8.2","7,200","15.35","17.30","12.70","2.40","208760.00","10.30"
"ADH","0.30","0.34","1.48","5.58","117,124","106,478","-64.95%","-80.03%","17.13M","50.38M","44.23M","N/A","N/A","02-Aug-05","0.37","-0.32","-0.32","N/A","0.243","0.92","N/A","N/A","N/A","-16.22M","-13.85M","N/A","N/A","31-Dec","30-Jun-06","-39.84%","-67.00%","5.321","N/A","12.27M","3.07K","N/A","1.32K","0","105,700","0.33","0.36","9.09","2.40","8844.00","6.69"
"ADI","26.07","31.13","41.48","1.85","4,560,590","4,734,120","-6.77%","-21.85%","10.98B","352.85M","347.88M","0.64","2.00%","16-Mar-00","10.337","1.272","1.272","6.998","7.131","3.05","24.47","4.36","2.55B","832.99M","479.40M","18.79%","23.94%","29-Oct","29-Jul-06","9.25%","12.82%","5.867","N/A","2.52B","9.23M","2.70%","6.99M","1.6","4,570,800","31.67","32.52","2.68","2.40","112444335.00","0.28"
"ADL","1.25","3.89","5.58","0.71","59,968.2","94,244.4","145.00%","129.92%","26.05M","6.70M","6.15M","N/A","N/A","28-Sep-06","0.566","-0.52","-0.52","0.011","0.278","6.93","N/A","428.68","61.24K","-2.43M","-2.95M","N/A","-4874.28%","31-Dec","30-Jun-06","-42.14%","-84.80%","6.494","N/A","1.86M","1.91K","N/A","5.18K","0.1","9,000","5.07","4.66","-8.09","2.40","1687296.00","-10.49"
"ADLR","9.94","14.18","27.80","0.26","1,036,460","645,633","45.49%","30.41%","650.96M","45.91M","44.44M","N/A","N/A","N/A","4.034","-1.55","-1.55","0.351","4.735","3.60","N/A","45.90","14.52M","-63.06M","-64.20M","N/A","-485.26%","31-Dec","30-Jun-06","-21.71%","-45.43%","15.125","N/A","217.37M","4.60M","10.20%","4.79M","2.7","584,004","13.61","7.82","-42.54","2.40","10673547.23","-44.94"
"ADLS","2.31","3.00","4.47","1.98","47,480.3","109,033","-21.16%","-36.24%","84.77M","28.26M","26.42M","N/A","N/A","N/A","1.204","-0.62","-0.62","0.005","1.386","2.48","N/A","750.53","112.20K","-12.97M","-12.72M","N/A","-11649.24%","31-Dec","30-Jun-06","-37.08%","-170.77%","22.697","0.175","39.17M","153.47K","0.80%","171.49K","7.2","11,310","2.90","2.52","-13.10","2.40","52081.10","-15.50"
"ADM","23.00","39.37","46.71","1.13","4,079,340","3,760,540","71.48%","56.40%","25.82B","655.72M","635.06M","0.40","1.00%","30-Aug-01","14.957","2.00","2.00","55.993","1.697","2.67","19.69","0.71","36.60B","2.72B","1.31B","3.59%","5.07%","30-June","30-Jun-06","6.46%","14.39%","1.918","0.477","1.11B","7.06M","1.10%","5.31M","2.1","3,256,000","36.61","35.10","-4.12","2.40","218726445.00","-6.52"
"ADO","10.41","15.72","17.65","1.73","46,571.2","28,933.3","45.87%","30.79%","11.74B","746.95M","486.12M","0.16","1.00%","17-May-01","3.62","0.85","0.85","32.99","0.951","4.30","18.49","0.47","24.59B","1.02B","662.29M","2.69%","3.59%","31-Dec","30-Jun-06","6.23%","26.56%","1.34","0.683","710.23M","171.49K","N/A","196.08K","5.1","37,300","15.45","16.68","7.96","2.40","241020.00","5.56"
"ADP","42.50","47.66","48.30","0.27","1,680,690","1,223,280","2.08%","-13.00%","26.48B","555.57M","547.68M","0.74","1.60%","04-Jan-99","10.708","2.68","2.68","15.451","4.011","4.45","17.78","2.98","8.88B","2.14B","1.07B","17.50%","18.90%","30-June","30-Jun-06","4.19%","18.18%","1.836","0.012","2.23B","3.39M","0.60%","2.90M","2.3","1,809,800","48.75","48.23","-1.07","2.40","148200000.00","-3.47"
"ADPI","10.84","19.66","22.49","0.32","29,775.8","58,577.8","-1.34%","-16.42%","241.99M","12.31M","11.69M","N/A","N/A","17-Oct-05","8.864","0.84","0.84","17.11","0.169","2.25","23.38","1.18","208.50M","33.73M","10.80M","5.18%","9.74%","31-Dec","30-Jun-06","7.84%","10.66%","1.097","0.241","2.08M","66.37K","0.60%","136.25K","2.6","85,385","19.45","17.72","-8.89","2.40","1426871.45","-11.29"
"ADPT","3.80","4.41","6.70","2.52","560,132","354,256","15.23%","0.15%","511.50M","115.99M","115.78M","N/A","N/A","18-Nov-96","3.022","-1.19","-1.19","2.587","4.791","1.50","N/A","1.78","295.40M","6.17M","-125.46M","-45.95%","-6.28%","31-Mar","30-Jun-06","-1.22%","-30.42%","4.666","0.672","555.66M","5.55M","4.80%","6.22M","10.4","560,305","4.39","4.36","-0.68","2.40","2652811.15","-3.08"
"ADRA","none","30.79","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","BLDRS Index Funds Trust","93.73M","none","none","none","none","none","none","none","none","none","11,128","30.60","31.48","2.88","2.40","515916.00","0.48"
"ADRD","none","27.99","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","BLDRS Index Funds Trust","69.82M","none","none","none","none","none","none","none","none","none","7,851","27.95","28.68","2.61","2.40","135585.45","0.21"
"ADRE","none","34.29","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","BLDRS Index Funds Trust","274.65M","none","none","none","none","none","none","none","none","none","189,067","34.24","36.88","7.71","2.40","9281539.52","5.31"
