"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"APL","17.43","30.24","37.90","1.76","368,412","408,311","68.00%","69.07%","1.62B","53.58M","42.87M","1.88","6.10%","N/A","23.36","9.55","9.55","20.72","0.00","1.33","3.17","1.50","1.11B","149.88M","203.46M","47.30%","6.69%","Dec 31","Jun 30, 2011","2.39%","22.05%","0.80","28.85","166.00K","430.95K","0.80%","363.18K","0.70","1,137,840","28.30","34.80","22.97","14.02","26010869.60","8.95"
"APO","9.83","10.05","19.00","N/A","274,948","312,011","N/A","none","1.22B","121.80M","116.18M","0.96","9.30%","N/A","6.56","1.89","1.89","27.10","8.47","1.58","5.31","0.45","2.81B","385.24M","196.57M","7.74%","12.81%","Dec 31","Jun 30, 2011","3.64%","38.30%","3.60","51.87","1.03B","1.87M","N/A","1.77M","5.00","374,836","9.61","13.25","37.88","14.02","5202190.91","23.86"
"APOG","7.79","8.35","14.82","1.67","171,446","173,756","-11.36%","-10.29%","234.72M","28.11M","27.21M","0.33","4.00%","Feb 18, 1997","11.53","-0.32","-0.32","21.42","0.66","0.70","N/A","0.38","593.09M","10.01M","-12.85M","-1.52%","-3.08%","Feb 26","May 28, 2011","-2.25%","-3.89%","2.06","6.89","18.58M","1.01M","3.70%","1.16M","4.80","180,508","8.09","10.92","34.98","14.02","1554558.22","20.97"
"APOL","33.75","41.35","54.23","0.12","2,169,410","1,641,570","-18.17%","-17.10%","5.70B","137.76M","113.66M","N/A","N/A","Apr 26, 2002","10.05","2.94","2.94","33.80","10.35","4.02","14.06","1.14","4.87B","1.42B","428.87M","8.72%","26.24%","Aug 31","May 31, 2011","25.26%","25.89%","1.75","14.02","1.43B","7.48M","N/A","8.02M","3.20","1,554,894","38.38","47.35","23.37","14.02","62653814.80","9.36"
"APP","0.70","0.88","1.90","2.78","438,749","101,233","-30.71%","-29.64%","90.92M","103.32M","50.24M","N/A","N/A","N/A","0.58","-0.65","-0.65","6.87","0.07","1.53","N/A","0.17","527.31M","-6.90M","-49.75M","-9.44%","-6.37%","Dec 31","Jun 30, 2011","-6.52%","-65.43%","1.46","278.36","6.88M","5.29M","16.00%","5.60M","15.80","157,855","0.76","0.87","14.47","14.02","193820.52","0.46"
"APPY","1.50","2.92","4.90","1.30","32,043","16,967","14.51%","15.58%","23.44M","8.03M","7.54M","N/A","N/A","Jul 29, 2011","0.79","-1.45","-1.45","0.04","0.88","3.68","N/A","72.38","321.60K","-10.98M","-11.64M","N/A","-3,571.55%","Dec 31","Jun 30, 2011","-42.33%","-103.09%","2.79","41.04","7.06M","25.16K","N/A","13.53K","1.70","6,540","2.89","2.34","-19.03","14.02","71102.67","-33.05"
"APRI","1.60","3.97","6.10","2.12","184,348","140,878","80.45%","81.52%","79.49M","20.02M","17.85M","N/A","N/A","Jun 21, 2010","0.28","-1.56","-1.56","0.30","0.46","14.39","N/A","15.29","5.24M","-13.87M","-27.20M","N/A","-282.56%","Dec 31","Jun 30, 2011","-47.98%","-239.88%","2.55","71.85","9.14M","1.39M","N/A","1.34M","5.70","100,030","3.37","4.31","27.89","14.02","690496.15","13.88"
"APT","1.01","1.23","2.02","1.21","43,092","42,456","-23.13%","-22.06%","27.55M","22.44M","17.91M","N/A","N/A","N/A","1.60","0.02","0.02","1.71","0.29","0.72","64.63","0.67","38.26M","1.14M","435.00K","1.14%","0.72%","Dec 31","Jun 30, 2011","0.46%","1.23%","28.70","N/A","6.43M","38.58K","0.20%","39.42K","0.60","33,684","1.19","1.12","-5.88","14.02","66579.31","-19.90"
"APU","36.76","43.14","51.50","0.32","91,440","77,267","-3.27%","-2.20%","2.46B","57.12M","32.23M","2.96","6.90%","N/A","7.55","2.60","2.60","43.06","0.11","5.68","16.59","1.00","2.46B","325.76M","148.79M","5.81%","9.48%","Sep 30","Jun 30, 2011","8.50%","32.29%","0.84","225.32","6.22M","260.06K","0.80%","243.48K","2.10","67,647","43.41","44.72","3.02","14.02","3082761.15","-11.00"
"AQQ","10.80","14.97","20.00","0.42","1,498","5,300","11.72%","12.79%","44.22M","2.95M","1.04M","N/A","N/A","May 10, 2010","-2.34","0.30","0.30","26.40","2.76","N/A","50.57","0.57","77.90M","38.87M","-16.73M","1.43%","7.75%","Dec 31","Jun 30, 2011","0.91%","-30.73%","0.52","370.86","8.14M","1.34K","0.10%","1.26K","1.60","4,875","13.01","11.9299","-8.30","14.02","206859.00","-22.32"
"ARAY","3.55","3.90","11.16","0.91","919,843","1,973,930","-37.30%","-36.23%","234.60M","60.16M","55.86M","N/A","N/A","N/A","2.98","0.06","0.06","3.54","1.59","1.22","68.42","1.05","208.85M","13.43M","3.32M","1.59%","3.56%","Jun 30","Jun 30, 2011","1.79%","1.95%","3.08","N/A","95.91M","5.20M","N/A","5.13M","5.60","998,897","3.62","4.00","10.50","14.02","2821377.32","-3.52"
"ARB","25.21","34.76","44.95","1.65","159,998","157,844","28.31%","29.38%","946.10M","27.22M","20.19M","0.40","1.20%","N/A","3.77","1.85","1.85","15.10","0.30","9.05","18.81","2.28","407.75M","103.43M","50.76M","12.45%","18.29%","Dec 31","Jun 30, 2011","21.86%","67.78%","0.96","4.88","8.22M","1.32M","6.40%","1.22M","7.30","115,878","32.90","39.73","20.76","14.02","9290005.90","6.74"
"ARBA","17.64","28.71","37.14","0.76","1,337,420","1,265,160","51.18%","52.25%","2.68B","93.35M","91.93M","N/A","N/A","Jul 1, 2004","6.72","0.36","0.36","4.95","2.26","4.17","79.97","5.85","446.74M","32.31M","1.26M","7.68%","2.95%","Sep 30","Jun 30, 2011","1.02%","0.23%","1.18","N/A","210.54M","1.88M","2.00%","1.60M","1.30","1,015,410","26.49","31.68","19.59","14.02","34767462.75","5.58"
"ARC","3.32","3.53","10.50","2.40","217,629","135,111","-54.27%","-53.20%","163.24M","46.24M","32.22M","N/A","N/A","N/A","3.76","-2.61","-2.61","9.50","0.47","0.93","N/A","0.37","430.48M","64.46M","-118.17M","-27.45%","4.19%","Dec 31","Jun 30, 2011","2.00%","-50.70%","1.44","136.59","21.91M","1.42M","4.30%","1.33M","4.80","141,750","3.17","3.99","25.87","14.02","563996.89","11.85"
"ARCC","12.75","13.43","17.97","2.00","2,024,430","1,829,470","-12.16%","-11.09%","2.75B","205.13M","203.50M","1.40","10.50%","N/A","15.28","2.23","2.23","2.88","0.41","0.87","6.03","4.75","575.29M","346.80M","445.95M","77.52%","60.11%","Dec 31","Jun 30, 2011","4.81%","15.26%","1.21","51.69","84.89M","3.73M","1.80%","4.25M","1.50","2,020,000","13.26","15.47","16.67","14.02","24886898.40","2.65"
"ARCI","2.84","4.26","4.82","1.03","9,465","6,267","33.54%","34.61%","23.40M","5.49M","4.18M","N/A","N/A","Feb 24, 1997","2.41","0.68","0.68","21.03","0.82","1.85","6.27","0.21","115.50M","6.47M","3.89M","3.37%","4.67%","Jan 1","Jul 2, 2011","8.12%","31.63%","1.35","126.32","4.48M","4.16K","0.10%","4.53K","0.40","4,252","4.396","5.8999","34.21","14.02","7033.60","20.19"
"ARCL","7.95","8.24","12.95","N/A","46,086","45,000","-31.90%","-30.83%","209.35M","25.41M","8.22M","N/A","N/A","N/A","4.44","0.15","0.15","2.69","1.43","1.84","54.57","3.05","68.09M","21.31M","4.15M","6.34%","22.72%","Dec 31","Jun 30, 2011","3.64%","3.98%","1.01","68.93","36.31M","526.09K","N/A","509.66K","9.70","45,827","8.06","10.19","26.43","14.02","240953.70","12.41"
"ARCO","none","23.24","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","1,126,102","22.00","23.40","6.36","14.02","41414296.00","-7.65"
"ARDNA","74.08","78.80","97.46","0.43","3,469","1,556","-6.25%","-5.18%","241.99M","3.07M","1.14M","1.00","1.30%","Jul 16, 1998","27.87","5.84","5.84","133.99","18.58","2.77","13.50","0.56","420.60M","33.58M","18.32M","4.36%","6.76%","Jan 1","Jul 2, 2011","14.35%","22.52%","2.77","1.44","57.06M","41.42K","3.70%","37.79K","14.40","929","78.12","90.71","16.12","14.02","268029.72","2.10"
"ARE","59.33","60.30","85.33","1.40","534,415","721,022","-13.87%","-12.80%","3.73B","61.93M","61.28M","1.88","3.10%","N/A","49.18","2.86","2.86","9.86","0.98","1.22","21.09","6.92","538.09M","337.15M","156.42M","34.51%","38.18%","Dec 31","Jun 30, 2011","2.16%","6.31%","0.64","73.89","60.92M","1.15M","2.30%","1.32M","1.70","592,286","57.19","66.09","15.56","14.02","35464434.04","1.55"
"AREX","10.94","17.29","34.93","1.32","687,986","644,044","51.93%","53.00%","491.73M","28.44M","24.42M","N/A","N/A","N/A","12.12","0.46","0.46","3.13","0.03","1.52","37.67","6.50","80.51M","48.33M","11.80M","14.66%","25.21%","Dec 31","Jun 30, 2011","2.91%","4.13%","0.38","27.13","831.00K","4.68M","N/A","5.04M","6.40","481,104","15.30","24.41","59.54","14.02","8675773.20","45.53"
"ARG","58.00","65.04","71.28","1.21","874,778","1,079,380","-4.28%","-3.21%","4.92B","75.63M","67.44M","1.28","2.00%","Apr 16, 1996","20.06","3.09","3.09","53.07","0.80","3.18","21.05","1.11","4.36B","786.37M","259.81M","5.96%","12.15%","Mar 31","Jun 30, 2011","6.69%","15.39%","2.20","151.13","60.53M","1.41M","2.10%","961.64K","1.40","724,977","62.47","68.95","10.37","14.02","61940941.57","-3.64"
"ARGN","9.33","12.36","18.18","1.83","231,185","192,144","21.77%","22.84%","275.02M","22.25M","21.30M","N/A","N/A","Jan 28, 1999","2.81","0.16","0.16","7.83","1.24","4.26","75.83","1.54","172.34M","23.26M","3.74M","3.87%","9.56%","Dec 31","Jun 30, 2011","4.21%","5.21%","1.63","66.08","27.64M","2.97M","14.00%","3.08M","9.30","148,376","12.05","15.34","27.30","14.02","2611765.20","13.29"
"ARI","13.53","13.99","17.14","N/A","111,757","110,944","-14.59%","-13.52%","287.65M","20.56M","17.30M","1.60","11.50%","N/A","16.66","1.12","1.12","1.88","3.50","0.84","12.49","9.50","30.09M","N/A","18.02M","59.89%","68.04%","Dec 31","Jun 30, 2011","N/A","N/A","1.74","199.22","71.92M","740.92K","N/A","695.98K","5.10","113,874","12.22","14.01","14.65","14.02","2038760.36","0.63"
"ARIA","3.48","9.58","13.50","1.24","3,827,390","3,186,620","169.86%","170.93%","1.27B","132.55M","126.83M","N/A","N/A","N/A","0.06","-1.14","-1.14","0.02","0.61","160.83","N/A","673.55","1.90M","-74.01M","-136.41M","N/A","-4,049.03%","Dec 31","Jun 30, 2011","-49.23%","-435.34%","4.52","168.26","80.85M","15.50M","14.30%","14.83M","3.40","3,198,737","8.03","11.63","44.83","14.02","42806974.43","30.82"
"ARII","12.77","15.16","28.74","1.98","95,623","82,178","10.42%","11.49%","323.70M","21.35M","9.59M","N/A","N/A","N/A","14.23","-0.88","-0.88","16.73","14.10","1.03","N/A","0.87","356.84M","20.92M","-18.86M","-5.29%","-0.62%","Dec 31","Jun 30, 2011","-0.21%","-6.03%","6.29","90.50","301.05M","404.86K","5.70%","436.17K","3.30","95,465","14.69","22.06","50.17","14.02","1669342.22","36.15"
"ARJ","32.70","47.01","47.76","1.19","711,834","593,733","34.58%","35.65%","1.20B","25.43M","24.87M","0.80","1.70%","N/A","19.57","2.57","2.57","55.71","5.19","2.40","18.28","0.85","1.41B","140.70M","63.10M","4.64%","7.08%","Dec 31","Jun 30, 2011","5.24%","13.80%","2.67","73.56","131.90M","1.12M","5.10%","965.60K","1.60","357,753","46.88","0.00","-100.00","14.02","21312351.20","-114.02"
"ARK","none","3.63","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","135,564","3.60","3.85","6.94","14.02","605757.60","-7.07"
"ARKR","13.23","13.58","17.50","1.30","5,708","4,000","-7.68%","-6.61%","47.45M","3.49M","1.63M","1.00","7.50%","N/A","9.54","0.47","0.47","38.34","2.15","1.40","29.20","0.35","133.90M","7.57M","1.78M","1.21%","2.43%","Oct 2","Jul 2, 2011","3.84%","7.93%","1.22","0.35","7.50M","3.33K","0.20%","4.43K","0.80","6,920","13.421","14.00","4.31","14.02","3959.19","-9.70"
"ARLP","55.99","67.39","84.10","0.94","93,817","80,711","11.96%","13.03%","2.48B","36.78M","20.57M","3.69","5.40%","Sep 16, 2005","22.80","7.33","7.33","46.55","9.44","2.98","9.19","1.46","1.71B","541.34M","196.17M","15.95%","22.62%","Dec 31","Jun 30, 2011","17.40%","74.85%","3.12","130.70","347.11M","581.53K","2.80%","531.48K","4.50","71,876","64.03","75.93","18.59","14.02","9091363.58","4.57"
"ARMH","16.46","26.91","32.18","0.83","4,498,550","5,477,430","35.98%","37.05%","12.07B","448.64M","447.21M","0.12","0.50%","Apr 19, 2000","3.31","0.31","0.31","1.55","0.98","8.02","86.25","17.17","687.70M","192.23M","142.13M","20.67%","25.40%","Dec 31","Jun 30, 2011","6.74%","10.24%","2.61","N/A","441.25M","6.69M","N/A","6.09M","1.30","4,131,869","24.82","28.09","13.17","14.02","126963607.50","-0.84"
"ARNA","1.21","1.51","2.38","0.96","2,106,940","2,838,910","-6.21%","-5.14%","220.40M","145.96M","144.74M","N/A","N/A","N/A","0.41","-1.03","-1.03","0.15","0.67","3.52","N/A","11.24","18.83M","-73.95M","-129.57M","N/A","-456.18%","Dec 31","Jun 30, 2011","-24.12%","-184.75%","5.57","154.81","97.59M","18.84M","N/A","20.49M","7.70","2,723,763","1.30","1.41","8.46","14.02","3036351.50","-5.55"
"ARO","9.16","9.61","27.73","1.09","3,103,860","2,390,970","-58.93%","-57.86%","775.87M","80.74M","80.01M","N/A","N/A","Mar 5, 2010","4.42","1.86","1.86","27.77","0.91","2.10","5.17","0.32","2.38B","343.00M","161.66M","6.79%","11.78%","Jan 29","Jul 30, 2011","22.05%","37.83%","1.71","N/A","73.08M","14.24M","19.90%","14.36M","3.10","2,168,549","10.19","13.66","34.05","14.02","32713150.61","20.04"
"AROW","22.25","22.53","28.51","0.33","27,092","28,900","-9.81%","-8.74%","263.58M","11.70M","11.26M","0.97","4.40%","Sep 17, 2010","13.99","1.88","1.88","6.87","4.90","1.59","11.96","3.26","80.00M","N/A","21.89M","27.37%","41.76%","Dec 31","Jun 30, 2011","1.17%","13.84%","N/A","N/A","57.32M","527.74K","N/A","519.86K","17.70","16,596","21.61","23.34","8.01","14.02","871228.76","-6.01"
"ARQL","3.98","5.18","7.83","1.25","319,272","545,644","-3.18%","-2.11%","278.31M","53.73M","49.26M","N/A","N/A","N/A","0.49","-0.51","-0.51","0.72","1.57","10.19","N/A","7.68","34.64M","-24.30M","-24.42M","-70.49%","-73.83%","Dec 31","Jun 30, 2011","-12.49%","-222.12%","1.46","6.51","84.09M","2.26M","4.70%","2.01M","6.50","170,349","4.58","5.81","26.86","14.02","1239563.26","12.84"
"ARR","6.71","6.73","8.33","0.15","3,091,260","2,687,720","-5.08%","-4.01%","509.64M","75.73M","71.95M","1.32","19.20%","N/A","7.14","0.34","0.34","0.51","2.49","0.96","19.91","41.49","12.52M","N/A","8.26M","Financial","REIT - Residential","Dec 31","Jun 30, 2011","0.27%","2.81%","0.06","878.46","188.23M","9.39M","29.40%","7.42M","3.00","2,779,013","5.91","7.15","20.98","14.02","54538638.36","6.97"
"ARRS","8.90","10.17","14.49","1.41","1,356,140","1,277,620","3.67%","4.74%","1.21B","119.36M","110.25M","N/A","N/A","N/A","8.42","0.43","0.43","8.73","4.96","1.20","23.71","1.12","1.07B","141.56M","53.62M","4.99%","7.66%","Dec 31","Jun 30, 2011","3.57%","5.31%","7.86","20.76","591.53M","12.48M","11.30%","9.03M","7.30","705,885","9.91","10.76","8.58","14.02","14059188.17","-5.44"
"ARRY","1.95","2.18","3.60","1.37","410,171","442,500","-30.57%","-29.50%","124.30M","57.02M","45.19M","N/A","N/A","N/A","-2.82","-1.02","-1.02","1.30","1.12","N/A","N/A","1.71","71.90M","-24.25M","-56.32M","-78.33%","-43.43%","Jun 30","Jun 30, 2011","-15.70%","N/A","1.01","N/A","64.08M","2.82M","6.30%","2.30M","7.40","149,189","1.77","2.41","36.16","14.02","831988.50","22.14"
"ARSD","2.20","3.52","5.10","2.76","11,588","18,667","46.67%","47.74%","83.39M","23.69M","13.69M","N/A","N/A","N/A","2.42","0.11","0.11","6.16","0.28","1.50","32.29","0.58","147.07M","8.52M","2.70M","1.83%","3.77%","Dec 31","Jun 30, 2011","3.54%","4.85%","3.13","44.50","6.75M","12.21K","0.10%","11.37K","1.40","13,703","3.30","4.56","38.18","14.02","99326.70","24.17"
"ART","6.65","7.15","17.87","N/A","360,425","339,422","-50.59%","-49.52%","417.60M","58.41M","27.10M","0.24","3.40%","N/A","2.56","1.52","1.52","5.58","1.18","2.75","4.70","1.26","326.47M","163.69M","88.92M","27.24%","49.27%","Dec 31","Jun 30, 2011","25.00%","77.68%","3.14","30.82","68.81M","2.46M","9.60%","2.81M","5.70","179,125","7.21","7.32","1.53","14.02","2778027.42","-12.49"
"ARTC","25.37","28.46","36.00","1.70","172,592","164,644","9.59%","10.66%","781.11M","27.45M","27.13M","N/A","N/A","Jul 5, 2000","12.01","1.26","1.26","13.19","6.74","2.33","22.57","2.14","358.29M","84.43M","32.60M","12.63%","16.83%","Dec 31","Jun 30, 2011","8.68%","11.57%","5.30","N/A","184.90M","1.34M","4.90%","1.29M","6.20","175,204","26.93","30.15","11.96","14.02","5962948.32","-2.06"
"ARTNA","15.16","16.38","19.99","0.46","32,271","39,400","-10.74%","-9.67%","125.72M","7.68M","6.81M","0.76","4.60%","Jul 3, 2006","12.47","0.91","0.91","8.55","0.02","1.31","18.02","1.93","65.17M","25.59M","6.94M","10.65%","28.20%","Dec 31","Jun 30, 2011","3.14%","7.37%","0.30","140.47","188.00K","257.48K","4.00%","234.46K","10.50","34,285","17.15","18.20","6.12","14.02","572895.75","-7.89"
"ARTW","4.80","6.24","15.95","1.77","7,046","8,167","0.97%","2.04%","25.07M","4.02M","2.21M","0.06","1.00%","Jul 31, 2008","3.36","0.18","0.18","7.27","0.03","1.79","34.67","0.83","29.13M","2.22M","724.76K","2.49%","4.97%","Nov 30","May 31, 2011","3.16%","5.51%","2.40","71.96","115.15K","10.11K","0.40%","10.24K","1.40","4,650","5.55","6.37","14.77","14.02","23304.45","0.76"
"ARTX","1.18","1.45","2.47","1.74","25,080","12,111","-18.99%","-17.92%","21.89M","15.10M","12.82M","N/A","N/A","Jun 21, 2006","3.51","-0.46","-0.46","4.63","0.08","0.40","N/A","0.35","61.29M","-3.17M","-6.08M","-9.93%","-9.40%","Dec 31","Jun 30, 2011","-4.30%","-12.07%","1.54","13.22","1.17M","15.04K","N/A","23.60K","0.60","950","1.45","1.54","6.21","14.02","57810.05","-7.81"
"ARUN","16.20","22.03","36.40","1.75","4,251,640","4,674,500","-0.45%","0.62%","2.31B","104.90M","98.38M","N/A","N/A","N/A","3.29","0.60","0.60","3.95","2.23","5.96","36.72","5.19","396.51M","10.29M","70.69M","17.83%","-1.20%","Jul 31","Jul 31, 2011","-0.80%","28.50%","3.11","N/A","233.96M","18.83M","N/A","20.53M","3.70","6,286,535","20.58","23.69","15.11","14.02","90372542.40","1.10"
"ARW","25.11","28.86","47.50","1.84","1,556,770","1,016,130","11.00%","12.07%","3.32B","114.92M","112.21M","N/A","N/A","Oct 16, 1997","31.59","4.83","4.83","178.41","4.62","0.90","5.98","0.16","20.66B","1.01B","568.90M","2.75%","4.48%","Dec 31","Jul 2, 2011","6.40%","17.35%","1.59","58.20","531.02M","3.65M","3.60%","3.31M","2.00","724,851","25.98","36.05","38.76","14.02","36111862.26","24.74"
"ARWR","0.40","0.43","1.15","1.74","163,732","83,233","-55.26%","-54.19%","31.18M","71.83M","66.31M","N/A","N/A","Jan 15, 2004","0.15","-0.03","-0.03","0.01","0.08","2.97","N/A","34.50","916.24K","-11.02M","-10.03M","-257.19%","-1,273.89%","Sep 30","Jun 30, 2011","-52.32%","-105.20%","3.26","5.31","5.49M","925.64K","1.30%","965.22K","8.30","84,257","0.3587","0.5035","40.37","14.02","39092.92","26.35"
"ARX","7.19","9.14","20.36","N/A","296,420","220,389","N/A","none","774.97M","84.79M","32.49M","N/A","N/A","N/A","4.52","-0.45","-0.45","9.45","0.78","2.01","N/A","1.06","729.41M","173.43M","-34.67M","-4.75%","12.33%","Jun 30","Jun 30, 2011","4.09%","-12.97%","3.05","189.14","66.28M","612.02K","2.70%","740.10K","1.90","181,139","8.52","10.89","27.82","14.02","2324929.08","13.80"
"ARY","none","24.69","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","15,749","24.15","25.06","3.77","14.02","467737.20","-10.25"
"ASA","26.59","27.30","36.13","1.23","87,643","100,900","-8.73%","-7.66%","530.71M","19.44M","18.31M","0.04","0.10%","May 4, 2010","33.75","5.23","5.23","0.25","0.29","0.85","5.22","116.25","4.77M","N/A","101.67M","2,129.58%","6.54%","Nov 30","May 31, 2011","0.03%","16.71%","15.11","N/A","5.65M","48.40K","N/A","70.05K","0.60","197,885","26.72","29.16","9.13","14.02","3303206.56","-4.88"
"ASBC","8.75","9.12","15.60","0.28","1,560,050","2,273,880","-30.17%","-29.10%","1.58B","173.40M","171.01M","0.04","0.40%","May 13, 2004","15.81","0.32","0.32","4.30","6.65","0.57","28.77","2.08","745.21M","N/A","54.27M","11.48%","23.89%","Dec 31","Jun 30, 2011","0.38%","2.77%","N/A","N/A","1.15B","7.25M","5.00%","9.62M","3.80","1,547,319","9.15","11.15","21.86","14.02","34193998.35","7.84"
"ASBI","3.33","3.95","5.75","0.85","3,391","1,667","0.51%","1.58%","11.80M","2.99M","2.30M","0.04","1.10%","Dec 16, 1998","11.20","0.22","0.22","5.84","9.28","0.33","17.95","0.63","17.44M","N/A","635.00K","3.64%","11.92%","Dec 31","Jun 30, 2011","0.15%","1.90%","N/A","N/A","27.74M","1.60K","0.10%","2.10K","0.60","2,672","3.92","3.7119","-5.31","14.02","9811.76","-19.32"
"ASCA","14.64","16.82","24.50","1.45","470,240","526,256","-5.72%","-4.65%","549.02M","32.64M","24.27M","0.42","2.50%","Jun 21, 2005","-3.75","0.07","0.07","22.78","2.56","N/A","247.35","0.45","1.21B","322.61M","3.38M","0.28%","17.87%","Dec 31","Jun 30, 2011","6.43%","3.19%","0.78","N/A","83.55M","1.81M","6.80%","1.87M","3.90","281,264","14.90","18.47","23.96","14.02","4536796.70","9.94"
"ASCMA","25.56","40.75","58.37","0.50","69,880","46,444","56.73%","57.80%","587.74M","14.42M","13.34M","N/A","N/A","N/A","40.55","0.62","0.62","20.44","16.10","1.00","65.41","2.00","290.91M","120.24M","-24.78M","3.05%","3.96%","Dec 31","Jun 30, 2011","0.62%","-4.28%","2.72","167.03","232.29M","579.82K","4.40%","531.59K","8.40","23,592","36.65","45.49","24.12","14.02","2397789.60","10.10"
