"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"BRCD","3.18","4.16","7.30","1.76","13,400,800","11,965,000","-33.55%","-32.48%","2.04B","490.64M","447.71M","N/A","N/A","Dec 22, 2000","4.52","0.16","0.16","4.58","0.97","0.88","26.00","0.91","2.15B","387.57M","79.49M","3.70%","8.40%","Oct 30","Jul 30, 2011","3.10%","3.78%","1.86","37.87","473.34M","11.93M","N/A","14.91M","0.70","10,065,186","4.15","4.38","5.54","14.02","39113152.40","-8.47"
"BRCM","30.71","34.53","47.39","1.14","9,002,450","9,859,980","1.95%","3.02%","18.47B","535.00M","489.29M","0.36","1.10%","Feb 22, 2006","10.99","1.77","1.77","13.56","4.91","3.11","19.48","2.55","7.16B","1.11B","996.80M","13.93%","13.12%","Dec 31","Jun 30, 2011","8.71%","19.30%","3.77","11.86","2.63B","8.59M","1.80%","7.57M","0.90","8,596,292","32.12","36.09","12.36","14.02","259682073.64","-1.66"
"BRD","1.28","1.28","2.23","1.44","1,114,490","1,205,320","-17.42%","-16.35%","251.30M","196.33M","190.98M","N/A","N/A","Jun 29, 2010","0.82","-0.26","-0.26","0.45","0.13","1.79","N/A","3.72","77.61M","-18.97M","-45.18M","-58.22%","-46.83%","Dec 31","Jun 30, 2011","-8.02%","-41.35%","1.17","37.47","24.60M","212.24K","0.10%","441.00K","0.20","2,680,421","1.08","1.32","22.22","14.02","1689667.56","8.21"
"BRE","41.01","42.85","54.31","1.33","872,180","1,015,070","1.40%","2.47%","3.20B","74.74M","74.07M","1.50","3.60%","Jun 28, 1996","21.33","0.53","0.53","5.52","0.09","1.97","80.39","8.66","362.91M","225.88M","4.79M","13.97%","34.75%","Dec 31","Jun 30, 2011","2.49%","1.45%","0.05","100.36","6.83M","1.78M","N/A","2.04M","1.60","1,260,761","40.66","50.12","23.27","14.02","46974376.02","9.25"
"BRF","none","40.71","none","none","none","none","none","none","-10.58%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Van Eck","840.14M","none","none","none","none","none","none","none","none","none","230,934","37.96","46.52","22.55","14.02","11691110.60","8.53"
"BRFS","13.98","17.09","20.87","1.19","2,274,560","2,520,420","15.94%","17.01%","14.87B","870.29M","829.63M","N/A","N/A","Apr 8, 2010","8.77","0.88","0.88","14.90","2.19","1.86","19.33","1.08","12.99B","1.54B","772.87M","5.95%","8.18%","Dec 31","Jun 30, 2011","4.64%","10.61%","1.72","53.09","1.90B","5.56M","N/A","5.54M","2.60","2,636,790","16.85","21.05","24.93","14.02","66263989.85","10.91"
"BRIL","none","23.86","none","none","none","none","none","none","-24.92%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Direxion Funds","5.09M","none","none","none","none","none","none","none","none","none","2,100","22.04","30.35","37.70","14.02","73966.24","23.69"
"BRIS","none","39.17","none","none","none","none","none","none","2.71%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Direxion Funds","2.88M","none","none","none","none","none","none","none","none","none","1,100","41.62","27.88","-33.01","14.02","188330.50","-47.03"
"BRK-A","98,952.00","100,320.00","131,463.00","0.44","62,840","66,367","-19.65%","-18.58%","165.93B","1.65M","1.25M","N/A","N/A","N/A","98,715.72","7,457.95","7,457.95","87,617.88","28,939.96","1.01","13.45","1.15","144.43B","23.33B","12.29B","8.51%","13.01%","Dec 31","Jun 30, 2011","3.21%","8.11%","0.87","34.01","47.89B","809.00","0.10%","946.00","0.90","771","105800.00","116950.00","10.54","14.02","110878400.00","-3.48"
"BRKL","7.12","7.60","11.68","0.50","524,238","511,389","-23.31%","-22.24%","445.91M","58.67M","56.30M","0.34","4.60%","N/A","8.54","0.47","0.47","1.76","2.00","0.87","16.17","4.24","103.23M","N/A","27.70M","26.84%","50.96%","Dec 31","Jun 30, 2011","1.00%","5.76%","N/A","N/A","117.27M","6.17M","N/A","5.73M","10.10","402,416","7.41","8.36","12.82","14.02","3247476.96","-1.20"
"BRKR","12.28","13.45","21.65","1.82","1,053,120","767,633","-4.95%","-3.88%","2.23B","165.82M","92.95M","N/A","N/A","N/A","3.78","0.55","0.55","9.00","1.02","3.54","24.50","1.50","1.48B","221.50M","90.10M","6.07%","11.75%","Dec 31","Jun 30, 2011","7.68%","17.67%","1.29","45.99","169.80M","1.68M","2.00%","1.29M","1.40","594,687","12.52","14.43","15.26","14.02","6518763.36","1.24"
"BRKS","6.25","8.29","14.59","1.61","438,840","333,678","24.85%","25.92%","535.53M","64.60M","61.98M","0.32","4.00%","N/A","7.95","2.17","2.17","11.48","3.06","1.00","3.82","0.70","738.79M","112.69M","140.43M","19.01%","12.99%","Sep 30","Jun 30, 2011","10.72%","32.24%","4.27","N/A","197.92M","2.18M","3.90%","2.06M","4.10","435,325","7.52","10.45","38.96","14.02","3347843.84","24.95"
"BRLI","17.30","17.84","25.99","0.70","281,251","222,811","-14.35%","-13.28%","498.61M","27.95M","24.75M","N/A","N/A","Apr 22, 2010","6.42","1.23","1.23","19.14","0.69","2.76","14.49","0.93","533.94M","76.43M","34.46M","6.45%","11.62%","Oct 31","Jul 31, 2011","15.13%","21.34%","2.30","25.66","19.15M","6.00M","28.10%","6.59M","16.70","214,538","16.97","20.04","18.09","14.02","3960679.21","4.07"
"BRN","2.66","3.55","9.01","2.00","4,197","3,167","22.41%","23.48%","29.38M","8.28M","4.48M","N/A","N/A","Nov 15, 2005","4.90","0.06","0.06","4.80","2.03","0.73","59.17","0.75","39.76M","14.85M","508.00K","1.28%","11.83%","Sep 30","Jun 30, 2011","3.16%","1.68%","1.26","58.18","16.77M","5.66K","0.10%","4.97K","1.30","1,969","3.495","3.48","-0.43","14.02","0.00","-14.45"
"BRO","17.19","17.55","27.07","0.51","1,339,550","1,395,420","-12.95%","-11.88%","2.51B","142.92M","116.21M","0.32","1.80%","Nov 29, 2005","11.01","1.10","1.10","7.13","2.01","1.58","15.95","2.52","986.44M","344.22M","154.79M","16.20%","28.23%","Dec 31","Jun 30, 2011","7.16%","10.61%","1.39","16.00","286.60M","1.83M","1.60%","1.66M","1.20","1,374,937","17.00","22.08","29.88","14.02","33753942.00","15.87"
"BRP","6.37","6.61","14.32","2.25","105,017","139,289","N/A","none","656.65M","99.34M","96.20M","N/A","N/A","N/A","9.28","-1.52","-1.52","6.33","0.02","0.71","N/A","1.93","340.01M","N/A","-82.05M","-27.04%","-2.62%","Dec 31","Jun 30, 2011","-0.31%","-12.24%","3.53","145.34","2.16M","433.06K","N/A","472.49K","4.80","133,086","6.365","7.25","13.90","14.02","1078377.40","-0.11"
"BRS","35.15","42.08","52.89","1.47","301,358","321,589","15.13%","16.20%","1.54B","36.56M","36.41M","0.60","1.40%","N/A","41.88","3.59","3.59","34.94","3.20","1.00","11.71","1.22","1.26B","240.53M","132.55M","10.51%","12.13%","Mar 31","Jun 30, 2011","3.68%","9.19%","3.63","47.60","117.07M","1.88M","N/A","1.79M","5.10","475,344","41.11","49.78","21.09","14.02","22017447.14","7.07"
"BRT","5.90","6.28","7.46","1.76","7,691","4,111","N/A","none","88.36M","14.07M","7.91M","N/A","N/A","N/A","9.40","0.24","0.24","0.75","1.90","0.67","26.39","8.40","10.55M","N/A","1.99M","31.71%","13.09%","Sep 30","Jun 30, 2011","0.37%","0.52%","34.36","38.15","26.72M","4.45K","0.10%","6.32K","0.50","11,597","6.25","6.14","-1.76","14.02","192125.00","-15.78"
"BRXX","none","19.91","none","none","none","none","none","none","-2.71%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Emerging Global Advisors","78.79M","none","none","none","none","none","none","none","none","none","36,785","19.49","22.56","15.75","14.02","1571946.46","1.74"
"BRY","30.14","38.29","61.17","2.52","796,645","648,400","23.52%","24.59%","2.05B","53.53M","46.08M","0.32","0.80%","Jun 5, 2006","20.58","0.52","0.52","14.58","0.01","1.91","73.63","2.67","786.24M","328.87M","28.89M","3.63%","15.56%","Dec 31","Jun 30, 2011","2.68%","2.66%","0.68","122.64","248.00K","3.60M","8.20%","3.59M","3.70","497,538","32.60","34.55","5.98","14.02","21741722.40","-8.03"
"BSBR","7.48","7.68","15.66","1.04","8,663,690","6,393,340","-40.05%","-38.98%","3.06T","399.04B","73.51B","0.07","0.90%","N/A","0.09","0.01","0.01","0.04","0.07","87.01","768.00","210.50","14.20B","N/A","3.82B","26.93%","49.02%","Dec 31","Jun 30, 2011","1.86%","10.52%","N/A","N/A","26.64B","11.31M","N/A","15.08M","1.20","5,579,193","7.08","9.10","28.53","14.02","66039839.88","14.51"
"BSCB","none","20.21","none","none","none","none","none","none","0.31%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Guggenheim Funds","34.19M","none","none","none","none","none","none","none","none","none","6,943","20.22","20.10","-0.59","14.02","134402.34","-14.61"
"BSCC","none","20.45","none","none","none","none","none","none","0.68%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Guggenheim Funds","82.84M","none","none","none","none","none","none","none","none","none","16,313","20.46","20.51","0.24","14.02","207382.56","-13.77"
"BSCD","none","20.71","none","none","none","none","none","none","1.78%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Guggenheim Funds","90.09M","none","none","none","none","none","none","none","none","none","27,294","20.67","20.82","0.73","14.02","215154.03","-13.29"
"BSCE","none","20.80","none","none","none","none","none","none","3.44%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Guggenheim Funds","65.94M","none","none","none","none","none","none","none","none","none","17,017","20.76","21.02","1.25","14.02","360850.32","-12.76"
"BSCF","none","21.06","none","none","none","none","none","none","4.22%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Guggenheim Funds","50.73M","none","none","none","none","none","none","none","none","none","17,795","20.85","21.22","1.77","14.02","310060.35","-12.24"
"BSCG","none","21.10","none","none","none","none","none","none","5.10%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Guggenheim Funds","41.52M","none","none","none","none","none","none","none","none","none","11,835","20.92","21.37","2.15","14.02","237525.68","-11.87"
"BSCH","none","21.23","none","none","none","none","none","none","4.67%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Guggenheim Funds","35.38M","none","none","none","none","none","none","none","none","none","11,253","20.99","21.549","2.66","14.02","237543.83","-11.35"
"BSD","11.18","12.86","13.94","0.21","15,649","20,544","-5.37%","-4.30%","93.81M","7.30M","N/A","0.89","6.90%","N/A","12.27","0.15","0.15","1.11","0.00","1.04","85.73","11.49","8.11M","N/A","1.09M","15.68%","85.46%","Apr 30","Apr 30, 2011","2.87%","0.94%","0.16","10.24","5.00","6.21K","N/A","5.58K","0.50","18,318","13.26","13.45","1.43","14.02","156547.56","-12.58"
"BSDM","2.30","2.49","7.40","0.85","117,228","73,289","-22.67%","-21.60%","73.73M","29.61M","21.22M","N/A","N/A","N/A","0.76","-0.16","-0.16","0.11","0.63","3.37","N/A","24.94","3.06M","-4.42M","-4.52M","-147.79%","-149.36%","Aug 31","May 31, 2011","-16.42%","-27.23%","32.46","N/A","18.57M","2.34M","N/A","2.39M","18.20","73,123","2.61","2.85","9.20","14.02","231162.48","-4.82"
"BSE","none","14.06","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","21,654","14.26","14.00","-1.82","14.02","115391.92","-15.84"
"BSET","3.69","6.95","9.10","2.70","24,529","6,578","43.30%","44.37%","80.27M","11.55M","11.19M","0.12","1.70%","May 27, 1993","13.85","4.67","4.67","22.16","6.05","0.50","1.49","0.32","255.04M","-1.92M","53.87M","21.12%","-3.07%","Nov 27","May 28, 2011","-2.29%","40.34%","2.53","5.99","69.91M","49.12K","0.50%","48.42K","1.70","4,200","7.00","7.54","7.71","14.02","78729.00","-6.30"
"BSFT","8.54","31.34","55.45","N/A","696,489","725,222","213.40%","214.47%","844.21M","26.94M","24.82M","N/A","N/A","N/A","4.33","0.91","0.91","4.69","7.21","6.91","34.33","6.73","119.88M","25.72M","31.89M","26.60%","19.64%","Dec 31","Jun 30, 2011","8.23%","44.01%","3.95","69.29","194.11M","4.89M","26.20%","4.75M","4.90","424,029","28.69","36.00","25.48","14.02","28475685.70","11.46"
"BSI","4.53","5.86","15.39","0.95","33,317","94,833","-56.14%","-55.07%","392.30M","66.95M","35.51M","5.45","97.80%","N/A","5.18","0.45","0.45","49.55","2.06","1.08","13.11","0.12","2.99B","148.76M","25.59M","0.86%","2.67%","Dec 31","Jun 30, 2011","2.57%","7.95%","1.00","285.38","138.01M","82.94K","N/A","12.36K","3.80","26,362","5.39","5.90","9.46","14.02","222299.77","-4.55"
"BSL","none","18.11","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","57,270","17.99","18.68","3.84","14.02","1349807.69","-10.18"
"BSP","7.89","8.27","10.06","0.34","58,366","46,656","-17.30%","-16.23%","132.20M","15.98M","N/A","0.55","6.50%","N/A","10.46","0.70","0.70","0.90","N/A","0.80","11.90","9.41","14.30M","N/A","11.11M","77.63%","88.27%","Aug 31","Feb 28, 2011","3.25%","6.46%","0.02","44.38","N/A","7.45K","N/A","20.50K","0.10","105,368","7.94","8.02","1.01","14.02","422868.52","-13.01"
"BSPM","0.81","0.85","3.51","1.58","120,689","47,233","-66.80%","-65.73%","23.97M","28.20M","18.38M","N/A","N/A","N/A","2.55","0.60","0.60","3.32","0.72","0.35","1.42","0.28","89.66M","23.22M","16.42M","18.31%","25.23%","Dec 31","Jun 30, 2011","20.78%","27.48%","5.71","1.58","20.38M","130.57K","N/A","118.14K","1.20","54,296","0.5472","0.8299","51.66","14.02","135283.71","37.65"
"BSQ","N/A","9.85","N/A","N/A","N/A","N/A","N/A","none","N/A","NaN","N/A","N/A","N/A","N/A","0.00","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1,000","10.08","10.88","7.94","14.02","0.00","-6.08"
"BSQR","3.12","4.50","13.75","1.64","49,231","85,211","37.61%","38.68%","47.99M","10.66M","9.34M","N/A","N/A","Oct 7, 2005","2.49","0.50","0.50","9.87","2.09","1.80","8.96","0.47","102.35M","4.36M","5.84M","5.70%","3.50%","Dec 31","Jun 30, 2011","5.73%","25.87%","2.45","N/A","22.23M","69.84K","0.70%","76.46K","1.30","22,171","4.13","4.81","16.46","14.02","197352.05","2.45"
"BSRR","8.47","9.38","13.10","1.20","24,999","26,322","-23.24%","-22.17%","131.75M","14.05M","9.55M","0.24","2.80%","Nov 17, 1997","11.78","0.45","0.45","4.13","4.87","0.73","20.71","2.20","54.87M","N/A","6.19M","11.29%","9.10%","Dec 31","Jun 30, 2011","0.46%","4.06%","N/A","N/A","68.37M","467.97K","3.90%","464.85K","20.50","22,070","8.61","10.94","27.06","14.02","301074.48","13.05"
"BSTC","13.75","16.16","27.99","0.96","19,654","10,400","-40.68%","-39.61%","102.91M","6.37M","4.12M","N/A","N/A","Apr 21, 1992","2.11","0.88","0.88","1.43","1.63","7.17","18.36","10.70","9.01M","2.67M","5.92M","65.64%","29.18%","Dec 31","Jun 30, 2011","11.50%","59.39%","5.91","N/A","10.38M","275.73K","N/A","266.06K","12.20","7,867","14.37","17.00","18.30","14.02","194497.95","4.29"
"BSV","none","81.53","none","none","none","none","none","none","2.91%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Vanguard","22.48B","none","none","none","none","none","none","none","none","none","519,614","81.39","81.48","0.11","14.02","121646796.24","-13.91"
"BSX","5.55","5.76","7.96","1.17","18,395,000","14,742,200","0.17%","1.24%","8.82B","1.53B","1.50B","N/A","N/A","Nov 6, 2003","7.55","0.40","0.40","5.13","0.11","0.74","14.51","1.10","7.82B","1.94B","620.00M","7.93%","14.77%","Dec 31","Jun 30, 2011","3.24%","5.53%","1.66","36.40","170.00M","45.30M","3.40%","45.05M","2.20","17,459,450","5.53","5.89","6.51","14.02","139018636.82","-7.51"
"BT","21.89","26.05","33.58","1.29","168,109","132,511","15.21%","16.28%","20.06B","770.00M","737.77M","1.55","6.00%","N/A","3.95","3.02","3.02","39.24","1.20","6.54","8.63","0.65","30.44B","8.17B","2.46B","8.08%","14.52%","Mar 31","Jun 30, 2011","6.75%","N/A","0.65","495.09","920.70M","347.55K","N/A","319.61K","1.50","162,264","25.87","30.24","16.89","14.02","7909881.85","2.88"
"BTA","9.15","11.01","11.78","0.25","32,477","33,744","-4.51%","-3.44%","147.23M","13.37M","N/A","0.75","6.80%","N/A","10.51","-0.03","-0.03","0.92","0.00","1.04","N/A","11.94","12.26M","N/A","-386.41K","Financial","Closed-End Fund - Debt","Apr 30","Apr 30, 2011","2.94%","-0.27%","0.10","62.25","661.00","28.44K","N/A","25.16K","0.90","35,093","11.14","11.00","-1.26","14.02","205377.04","-15.27"
"BTC","0.70","1.15","1.83","0.30","14,640","7,311","10.58%","11.65%","24.87M","21.63M","18.69M","N/A","N/A","N/A","4.20","-0.02","-0.02","1.76","0.85","0.27","N/A","0.66","37.83M","N/A","-371.00K","1.89%","13.58%","Dec 31","Jun 30, 2011","0.06%","0.65%","N/A","N/A","18.47M","8.21K","N/A","5.20K","0.30","9,340","1.135","1.25","10.13","14.02","2981.65","-3.88"
"BTE","34.64","41.55","61.96","1.68","360,975","406,367","17.37%","18.44%","4.82B","116.00M","114.38M","2.33","5.50%","N/A","9.66","0.81","0.81","8.20","0.16","4.41","51.17","5.29","932.10M","507.44M","95.67M","10.26%","24.48%","Dec 31","Jun 30, 2011","6.71%","9.07%","0.74","52.51","17.95M","1.56M","N/A","1.02M","3.40","401,173","39.63","53.15","34.12","14.02","16544098.32","20.10"
"BTF","13.00","13.27","17.83","1.11","22,172","18,511","-12.41%","-11.34%","163.73M","12.34M","N/A","N/A","N/A","N/A","20.01","4.27","4.27","0.47","0.06","0.67","3.11","28.68","5.74M","N/A","52.66M","927.61%","14.89%","Nov 30","May 31, 2011","0.18%","18.11%","2.42","N/A","721.94K","136.48K","N/A","140.16K","3.90","18,291","13.34","15.24","14.24","14.02","283328.26","0.23"
"BTFG","2.21","2.30","3.30","0.28","8,852","9,467","-22.30%","-21.23%","41.35M","17.98M","16.29M","N/A","N/A","Jul 2, 1998","6.71","0.04","0.04","3.73","5.66","0.34","57.50","0.62","66.18M","N/A","536.00K","5.45%","21.30%","Dec 31","Jun 30, 2011","0.17%","2.15%","N/A","N/A","101.68M","740.93K","4.50%","791.07K","62.10","6,400","2.31","1.5636","-32.31","14.02","53823.00","-46.33"
"BTH","30.28","57.20","70.00","1.65","92,905","96,044","37.83%","38.90%","471.96M","8.25M","4.65M","0.20","0.30%","Feb 2, 2009","27.96","1.71","1.71","112.26","24.19","2.06","33.41","0.51","928.85M","47.79M","18.26M","1.54%","3.68%","Jan 31","Jul 31, 2011","4.51%","7.71%","3.65","44.40","199.59M","285.46K","6.60%","309.68K","3.70","116,477","52.25","55.83","6.85","14.02","4201161.25","-7.16"
"BTI","72.54","84.21","95.35","0.55","255,180","236,111","10.04%","11.11%","83.43B","990.72M","972.18M","2.49","3.00%","May 27, 1993","13.58","4.97","4.97","23.27","2.73","6.14","16.95","3.56","23.05B","8.78B","4.95B","21.46%","35.15%","Dec 31","Jun 30, 2011","12.12%","39.34%","1.01","121.83","2.71B","219.02K","N/A","247.56K","0.60","187,412","85.05","92.25","8.47","14.02","34474677.30","-5.55"
"BTM","16.87","18.09","31.85","1.11","261,826","188,400","-9.64%","-8.57%","3.56B","196.60M","99.71M","0.53","3.00%","N/A","28.16","4.64","4.64","26.46","7.02","0.62","3.90","0.65","5.20B","1.81B","911.26M","17.52%","27.98%","Dec 31","Jun 30, 2011","6.96%","15.62%","0.96","36.15","1.38B","320.05K","N/A","455.47K","1.00","161,228","16.82","20.55","22.18","14.02","4211290.68","8.16"
"BTN","3.10","3.22","9.74","1.29","161,842","79,367","-62.03%","-60.96%","46.50M","14.44M","13.65M","N/A","N/A","N/A","3.98","0.61","0.61","10.33","1.44","0.79","5.28","0.31","147.72M","15.06M","8.65M","5.86%","9.13%","Dec 31","Jun 30, 2011","10.31%","16.59%","2.54","N/A","20.80M","232.20K","1.70%","262.34K","1.90","44,527","2.76","3.72","34.78","14.02","343125.96","20.77"
"BTO","none","12.38","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","114,821","11.95","14.29","19.58","14.02","1224803.30","5.57"
"BTU","36.27","36.77","73.95","1.42","6,014,170","6,783,210","-25.25%","-24.18%","9.96B","270.82M","270.14M","0.34","0.90%","Feb 23, 2006","19.26","3.28","3.28","27.73","4.62","1.92","11.20","1.35","7.44B","1.92B","893.40M","12.04%","19.81%","Dec 31","Jun 30, 2011","8.43%","20.09%","2.09","47.89","1.25B","11.89M","5.00%","10.97M","1.60","6,418,635","31.61","43.37","37.20","14.02","307687788.75","23.19"
"BTUI","3.95","5.02","13.41","1.93","10,557","9,489","-20.06%","-18.99%","47.39M","9.44M","6.57M","N/A","N/A","N/A","4.56","0.42","0.42","9.71","2.26","1.18","11.95","0.56","90.77M","8.15M","4.03M","4.44%","6.77%","Dec 31","Jul 3, 2011","6.25%","10.16%","4.11","19.77","21.36M","30.54K","N/A","34.68K","2.20","17,820","4.46","3.80","-14.80","14.02","39921.46","-28.81"
"BTX","4.01","4.53","9.94","0.74","148,875","102,622","-7.55%","-6.48%","221.38M","48.87M","25.41M","N/A","N/A","Oct 31, 1997","0.74","-0.33","-0.33","0.08","0.56","5.91","N/A","55.99","3.81M","-13.28M","-15.28M","N/A","-398.95%","Dec 31","Jun 30, 2011","-21.71%","-43.39%","8.95","N/A","27.38M","4.20M","N/A","4.24M","26.20","83,168","4.17","4.51","8.15","14.02","790440.18","-5.86"
"BTZ","11.53","11.86","13.30","1.08","150,097","91,956","-9.95%","-8.88%","614.68M","51.83M","N/A","0.76","6.40%","N/A","14.41","1.36","1.36","1.04","0.00","0.82","8.72","11.38","54.11M","N/A","70.50M","134.81%","86.57%","Oct 31","Apr 30, 2011","2.94%","8.57%","0.13","26.87","49.00","30.13K","N/A","59.15K","0.20","79,301","11.39","12.12","6.41","14.02","1942029.17","-7.61"
"BUD","49.05","51.17","64.77","0.86","2,066,870","1,694,880","-12.63%","-11.56%","81.58B","1.59B","788.31M","0.97","1.90%","N/A","23.05","2.99","2.99","23.69","3.03","2.17","17.12","2.11","37.75B","14.20B","4.82B","12.76%","30.66%","Dec 31","Jun 30, 2011","6.33%","17.98%","0.75","111.84","4.83B","1.27M","N/A","1.82M","0.50","1,132,757","52.56","55.47","5.54","14.02","109229771.52","-8.48"
"BUSE","3.76","4.27","5.70","0.58","282,578","335,100","-5.11%","-4.04%","369.76M","86.60M","77.04M","0.16","3.80%","Aug 4, 2004","3.81","0.32","0.32","1.95","4.13","1.11","13.34","2.49","146.47M","N/A","24.22M","20.40%","36.29%","Dec 31","Jun 30, 2011","0.83%","7.83%","N/A","N/A","357.19M","5.69M","8.10%","5.77M","19.90","455,716","4.14","5.10","23.19","14.02","1143269.28","9.17"
"BVN","35.33","39.85","57.20","0.70","1,264,700","1,329,840","-4.78%","-3.71%","10.17B","255.22M","184.33M","0.63","1.50%","Jul 23, 2008","11.46","3.22","3.22","5.49","2.61","3.67","12.39","7.69","1.40B","686.14M","817.45M","58.57%","43.20%","Dec 31","Jun 30, 2011","11.81%","32.31%","4.55","2.56","666.45M","1.17M","N/A","2.40M","0.80","2,118,116","37.36","40.93","9.56","14.02","35363892.56","-4.46"
"BVX","1.67","3.31","5.00","0.38","18,602","32,089","47.11%","48.18%","58.25M","17.60M","14.93M","N/A","N/A","N/A","1.28","-0.03","-0.03","1.46","0.33","2.68","N/A","2.35","25.73M","1.04M","-444.00K","-1.73%","0.47%","Dec 31","Jun 30, 2011","0.26%","-1.94%","8.19","17.53","5.71M","33.65K","0.20%","59.47K","1.70","45,193","2.95","2.55","-13.56","14.02","56861.25","-27.58"
"BWA","48.61","59.89","82.28","1.55","1,577,280","1,654,100","20.55%","21.62%","6.56B","109.61M","108.20M","N/A","N/A","Dec 18, 2007","22.37","4.06","4.06","58.46","3.40","2.69","14.75","1.01","6.49B","927.10M","504.90M","7.78%","10.20%","Dec 31","Jun 30, 2011","7.39%","22.99%","1.19","57.99","372.40M","15.96M","14.40%","14.50M","8.60","2,362,149","56.14","76.49","36.25","14.02","145899382.86","22.23"
"BWC","18.05","19.77","36.02","N/A","591,648","572,789","-10.14%","-9.07%","2.33B","117.78M","105.43M","N/A","N/A","N/A","7.06","1.26","1.26","23.81","2.42","2.63","15.70","0.79","2.78B","224.44M","148.50M","5.34%","5.34%","Dec 31","Jun 30, 2011","3.72%","21.03%","1.24","0.50","285.60M","1.21M","1.20%","1.16M","2.50","2,559,337","19.45","21.99","13.06","14.02","15203695.45","-0.96"
"BWEN","0.34","0.40","2.52","1.85","873,845","1,798,730","-74.36%","-73.29%","42.93M","107.30M","84.08M","N/A","N/A","N/A","1.11","-0.63","-0.63","1.54","0.10","0.31","N/A","0.22","164.43M","-1.66M","-53.02M","-40.45%","-10.36%","Dec 31","Jun 30, 2011","-5.27%","-35.41%","1.29","11.01","10.31M","4.09M","N/A","4.06M","5.30","837,012","0.2847","0.4105","44.19","14.02","332037.92","30.17"
"BWF","none","25.46","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","89,814","25.47","25.95","1.88","14.02","2377802.79","-12.13"
"BWINA","19.99","25.48","27.00","0.79","831","433","11.32%","12.39%","377.99M","14.84M","9.55M","1.00","3.90%","Mar 4, 2003","23.27","-0.08","-0.08","17.57","4.19","1.09","N/A","1.45","260.04M","-9.69M","-1.22M","-0.47%","-5.40%","Dec 31","Jun 30, 2011","-1.02%","-0.34%","1.90","2.90","62.15M","4.10K","0.50%","3.22K","6.70","392","24.00","23.88","-0.50","14.02","7200.00","-14.52"
"BWINB","20.02","20.79","25.68","0.72","14,605","15,544","-16.67%","-15.60%","308.42M","14.84M","9.55M","1.00","4.90%","Mar 4, 2003","23.27","-0.08","-0.08","17.57","4.19","0.88","N/A","1.17","260.04M","-9.69M","-1.22M","-0.47%","-5.40%","Dec 31","Jun 30, 2011","-1.02%","-0.34%","1.90","2.90","62.15M","309.94K","4.10%","289.98K","21.00","14,033","21.00","23.03","9.67","14.02","351372.00","-4.35"
"BWN","6.73","7.24","9.00","N/A","1,043","1,022","3.28%","4.35%","N/A","NaN","1.34B","N/A","N/A","N/A","0.00","0.27","0.27","22.02","354.86","N/A","27.30","N/A","31.56B","N/A","1,000.00M","9.91%","23.48%","Dec 31","Jun 30, 2011","0.54%","6.99%","1.59","664.90","684.13B","N/A","N/A","N/A","N/A","207","7.10","7.20","1.41","14.02","0.00","-12.61"
